Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
81,19,1271,617,0.000,0.000,202
81,20,1271,617,0.000,0.000,34
81,21,1269,617,0.258,0.129,130
81,22,1269,617,0.000,0.000,15
81,23,1269,617,0.000,0.000,87
81,24,1267,617,0.258,0.129,45
81,25,1265,628,1.442,0.721,116
81,26,1265,630,0.258,0.129,62
81,27,1265,630,0.000,0.000,100
81,28,1267,630,0.258,0.129,50
81,29,1267,630,0.000,0.000,66
81,30,1267,630,0.000,0.000,64
81,31,1267,628,0.258,0.129,46
81,32,1265,624,0.577,0.288,101
81,33,1261,622,0.577,0.288,83
81,34,1261,622,0.000,0.000,148
81,35,1263,624,0.365,0.182,140
81,36,1263,632,1.032,0.516,52
81,37,1267,632,0.516,0.258,96
81,38,1265,630,0.365,0.182,150
81,39,1261,622,1.154,0.577,71
81,40,1261,624,0.258,0.129,146
81,41,1259,632,1.064,0.532,19
81,42,1259,632,0.000,0.000,82
81,43,1259,632,0.000,0.000,135
81,44,1259,632,0.000,0.000,79
81,45,1259,632,0.000,0.000,105
81,46,1257,630,0.365,0.182,72
81,47,1250,622,1.371,0.686,64
81,48,1248,622,0.258,0.129,109
81,49,1250,615,0.939,0.470,68
81,50,1250,615,0.000,0.000,69
81,51,1250,615,0.000,0.000,76
81,52,1246,615,0.516,0.258,142
81,53,1246,615,0.000,0.000,76
81,54,1242,613,0.577,0.288,79
81,55,1237,613,0.645,0.323,29
81,56,1235,611,0.365,0.182,56
81,57,1235,611,0.000,0.000,111
81,58,1235,611,0.000,0.000,141
81,59,1235,611,0.000,0.000,60
81,60,1229,607,0.930,0.465,67
81,61,1218,602,1.559,0.779,159
81,62,1199,594,2.659,1.330,122
81,63,1203,596,0.577,0.288,123
81,64,1205,596,0.258,0.129,46
81,65,1205,594,0.258,0.129,255
81,66,1199,594,0.774,0.387,235
81,67,1197,594,0.258,0.129,165
81,68,1192,594,0.645,0.323,99
81,69,1188,592,0.577,0.288,92
81,70,1188,592,0.000,0.000,83
81,71,1188,592,0.000,0.000,124
81,72,1188,592,0.000,0.000,153
81,73,1182,590,0.816,0.408,70
81,74,1171,590,1.419,0.710,91
81,75,1169,590,0.258,0.129,206
81,76,1160,590,1.161,0.581,174
81,77,1158,590,0.258,0.129,105
81,78,1154,590,0.516,0.258,88
81,79,1143,590,1.419,0.710,103
81,80,1137,590,0.774,0.387,232
81,81,1137,583,0.903,0.452,116
81,82,1137,577,0.774,0.387,158
81,83,1137,577,0.000,0.000,88
81,84,1141,572,0.826,0.413,137
81,85,1141,572,0.000,0.000,181
81,86,1141,572,0.000,0.000,94
81,87,1130,568,1.510,0.755,54
81,88,1130,568,0.000,0.000,30
81,89,1105,566,3.235,1.618,92
81,90,1105,566,0.000,0.000,18
81,91,1105,566,0.000,0.000,33
81,92,1109,562,0.730,0.365,52
81,93,1103,564,0.816,0.408,42
81,94,1103,566,0.258,0.129,53
81,95,1103,566,0.000,0.000,95
81,96,1100,566,0.387,0.194,97
81,97,1094,568,0.816,0.408,122
81,98,1083,577,1.833,0.917,229
81,99,1077,577,0.774,0.387,91
81,100,1071,577,0.774,0.387,160
81,101,1053,568,2.596,1.298,58
81,102,1053,568,0.000,0.000,61
81,103,1056,562,0.865,0.433,86
81,104,1049,562,0.903,0.452,197
81,105,1043,562,0.774,0.387,177
81,106,1038,562,0.645,0.323,195
81,107,1032,562,0.774,0.387,89
81,108,1013,560,2.465,1.232,86
81,109,1004,562,1.189,0.595,137
81,110,1000,562,0.516,0.258,212
82,1,1304,658,-1.000,-1.000,17
82,2,1304,658,0.000,0.000,76
82,3,1299,658,0.645,0.323,83
82,4,1308,656,1.189,0.595,28
82,5,1308,656,0.000,0.000,107
82,6,1304,654,0.577,0.288,61
82,7,1304,654,0.000,0.000,113
82,8,1304,654,0.000,0.000,42
82,9,1299,654,0.645,0.323,67
82,10,1299,654,0.000,0.000,4
82,11,1289,669,2.326,1.163,50
82,12,1293,669,0.516,0.258,15
82,13,1297,666,0.645,0.323,32
82,14,1297,666,0.000,0.000,39
82,15,1299,666,0.258,0.129,8
82,16,1306,664,0.939,0.470,89
82,17,1308,664,0.258,0.129,68
82,18,1312,662,0.577,0.288,56
82,19,1312,662,0.000,0.000,73
82,20,1310,664,0.365,0.182,116
82,21,1312,669,0.695,0.347,49
82,22,1310,669,0.258,0.129,63
82,23,1314,669,0.516,0.258,59
82,24,1316,669,0.258,0.129,26
82,25,1316,669,0.000,0.000,103
82,26,1316,669,0.000,0.000,39
82,27,1316,669,0.000,0.000,20
82,28,1323,669,0.903,0.452,106
82,29,1325,669,0.258,0.129,164
82,30,1323,669,0.258,0.129,52
82,31,1323,673,0.516,0.258,90
82,32,1321,675,0.365,0.182,87
82,33,1321,675,0.000,0.000,105
82,34,1323,675,0.258,0.129,110
82,35,1325,675,0.258,0.129,112
82,36,1325,677,0.258,0.129,208
82,37,1321,681,0.730,0.365,70
82,38,1319,686,0.695,0.347,96
82,39,1325,686,0.774,0.387,120
82,40,1327,684,0.365,0.182,118
82,41,1327,684,0.000,0.000,99
82,42,1327,684,0.000,0.000,73
82,43,1319,679,1.217,0.608,192
82,44,1316,679,0.387,0.194,65
82,45,1319,679,0.387,0.194,194
82,46,1316,679,0.387,0.194,92
82,47,1314,679,0.258,0.129,69
82,48,1310,679,0.516,0.258,104
82,49,1310,679,0.000,0.000,31
82,50,1310,679,0.000,0.000,80
82,51,1308,679,0.258,0.129,106
82,52,1299,679,1.161,0.581,66
82,53,1295,679,0.516,0.258,210
82,54,1293,679,0.258,0.129,104
82,55,1289,679,0.516,0.258,181
82,56,1289,679,0.000,0.000,149
82,57,1280,681,1.189,0.595,59
82,58,1280,681,0.000,0.000,117
82,59,1280,675,0.774,0.387,76
82,60,1280,660,1.935,0.968,17
82,61,1276,669,1.271,0.635,153
82,62,1261,675,2.084,1.042,111
82,63,1220,675,5.289,2.644,15
82,64,1227,675,0.903,0.452,0
82,65,1231,671,0.730,0.365,59
82,66,1224,671,0.903,0.452,61
82,67,1224,671,0.000,0.000,69
82,68,1222,671,0.258,0.129,80
82,69,1216,671,0.774,0.387,102
82,70,1209,671,0.903,0.452,98
82,71,1207,671,0.258,0.129,81
82,72,1199,671,1.032,0.516,46
82,73,1188,664,1.682,0.841,69
82,74,1188,664,0.000,0.000,190
82,75,1180,654,1.652,0.826,46
82,76,1177,654,0.387,0.194,92
82,77,1175,656,0.365,0.182,83
82,78,1173,656,0.258,0.129,133
82,79,1150,656,2.967,1.484,211
82,80,1150,656,0.000,0.000,50
82,81,1147,647,1.224,0.612,30
82,82,1143,647,0.516,0.258,68
82,83,1141,647,0.258,0.129,16
82,84,1135,645,0.816,0.408,7
82,85,1128,643,0.939,0.470,43
82,86,1120,637,1.290,0.645,12
82,87,1113,637,0.903,0.452,38
82,88,1107,639,0.816,0.408,42
82,89,1105,639,0.258,0.129,32
82,90,1083,630,3.066,1.533,66
82,91,1083,630,0.000,0.000,115
82,92,1075,624,1.290,0.645,45
82,93,1071,626,0.577,0.288,65
82,94,1068,628,0.465,0.233,97
82,95,1066,628,0.258,0.129,50
82,96,1053,619,2.040,1.020,52
82,97,1053,619,0.000,0.000,139
82,98,1047,617,0.816,0.408,92
82,99,1047,617,0.000,0.000,61
82,100,1047,617,0.000,0.000,102
82,101,1043,617,0.516,0.258,85
82,102,1038,613,0.826,0.413,105
82,103,1030,611,1.064,0.532,55
82,104,1017,600,2.197,1.098,49
82,105,1015,600,0.258,0.129,170
82,106,1011,600,0.516,0.258,87
82,107,1004,600,0.903,0.452,38
82,108,989,596,2.003,1.001,133
82,109,985,596,0.516,0.258,12
82,110,976,596,1.161,0.581,46
83,1,1342,632,-1.000,-1.000,116
83,2,1342,632,0.000,0.000,18
83,3,1342,632,0.000,0.000,26
83,4,1342,632,0.000,0.000,49
83,5,1336,632,0.774,0.387,41
83,6,1338,628,0.577,0.288,7
83,7,1336,632,0.577,0.288,133
83,8,1325,647,2.400,1.200,100
83,9,1321,637,1.389,0.695,59
83,10,1321,637,0.000,0.000,94
83,11,1327,641,0.930,0.465,182
83,12,1327,641,0.000,0.000,117
83,13,1327,641,0.000,0.000,147
83,14,1327,641,0.000,0.000,69
83,15,1331,641,0.516,0.258,105
83,16,1340,647,1.395,0.698,82
83,17,1340,647,0.000,0.000,54
83,18,1336,641,0.930,0.465,54
83,19,1333,643,0.465,0.233,235
83,20,1333,645,0.258,0.129,131
83,21,1338,645,0.645,0.323,86
83,22,1338,645,0.000,0.000,26
83,23,1333,647,0.695,0.347,128
83,24,1336,647,0.387,0.194,164
83,25,1333,647,0.387,0.194,137
83,26,1336,645,0.465,0.233,175
83,27,1331,639,1.008,0.504,61
83,28,1340,647,1.553,0.777,93
83,29,1342,647,0.258,0.129,40
83,30,1342,645,0.258,0.129,107
83,31,1340,645,0.258,0.129,99
83,32,1336,654,1.271,0.635,125
83,33,1336,654,0.000,0.000,89
83,34,1336,652,0.258,0.129,112
83,35,1327,654,1.189,0.595,66
83,36,1327,654,0.000,0.000,20
83,37,1323,654,0.516,0.258,47
83,38,1321,652,0.365,0.182,127
83,39,1327,649,0.865,0.433,118
83,40,1331,652,0.645,0.323,149
83,41,1333,652,0.258,0.129,52
83,42,1333,654,0.258,0.129,94
83,43,1329,654,0.516,0.258,63
83,44,1327,652,0.365,0.182,63
83,45,1331,649,0.645,0.323,190
83,46,1333,649,0.258,0.129,140
83,47,1333,654,0.645,0.323,49
83,48,1333,654,0.000,0.000,83
83,49,1331,654,0.258,0.129,102
83,50,1327,654,0.516,0.258,101
83,51,1319,652,1.064,0.532,106
83,52,1319,652,0.000,0.000,84
83,53,1314,652,0.645,0.323,146
83,54,1310,652,0.516,0.258,83
83,55,1306,649,0.645,0.323,98
83,56,1289,649,2.193,1.097,100
83,57,1289,649,0.000,0.000,97
83,58,1293,645,0.730,0.365,41
83,59,1293,645,0.000,0.000,182
83,60,1286,645,0.903,0.452,79
83,61,1286,645,0.000,0.000,77
83,62,1284,641,0.577,0.288,255
83,63,1284,639,0.258,0.129,197
83,64,1280,637,0.577,0.288,219
83,65,1276,637,0.516,0.258,173
83,66,1261,628,2.257,1.128,46
83,67,1261,628,0.000,0.000,229
83,68,1257,628,0.516,0.258,230
83,69,1257,628,0.000,0.000,255
83,70,1257,628,0.000,0.000,255
83,71,1250,628,0.903,0.452,216
83,72,1248,628,0.258,0.129,219
83,73,1242,628,0.774,0.387,143
83,74,1239,628,0.387,0.194,120
83,75,1237,628,0.258,0.129,247
83,76,1227,626,1.316,0.658,170
83,77,1222,626,0.645,0.323,118
83,78,1222,626,0.000,0.000,98
83,79,1222,626,0.000,0.000,109
83,80,1218,624,0.577,0.288,141
83,81,1207,615,1.833,0.917,146
83,82,1205,613,0.365,0.182,131
83,83,1203,611,0.365,0.182,93
83,84,1203,611,0.000,0.000,255
83,85,1203,622,1.419,0.710,87
83,86,1201,622,0.258,0.129,33
83,87,1190,617,1.559,0.779,160
83,88,1184,617,0.774,0.387,111
83,89,1165,611,2.570,1.285,92
83,90,1162,609,0.465,0.233,123
83,91,1162,609,0.000,0.000,203
83,92,1158,598,1.510,0.755,35
83,93,1152,602,0.930,0.465,116
83,94,1152,602,0.000,0.000,255
83,95,1145,602,0.903,0.452,184
83,96,1139,602,0.774,0.387,176
83,97,1135,600,0.577,0.288,255
83,98,1126,596,1.271,0.635,107
83,99,1124,596,0.258,0.129,255
83,100,1120,596,0.516,0.258,240
83,101,1111,594,1.189,0.595,172
83,102,1105,590,0.930,0.465,131
83,103,1105,590,0.000,0.000,255
83,104,1103,590,0.258,0.129,206
83,105,1073,583,3.974,1.987,87
83,106,1066,583,0.903,0.452,56
83,107,1062,583,0.516,0.258,27
83,108,1062,583,0.000,0.000,184
83,109,1062,583,0.000,0.000,50
83,110,1051,581,1.442,0.721,97
84,1,1400,662,-1.000,-1.000,27
84,2,1398,662,0.258,0.129,108
84,3,1398,662,0.000,0.000,30
84,4,1400,662,0.258,0.129,17
84,5,1404,662,0.516,0.258,21
84,6,1391,666,1.755,0.877,30
84,7,1391,666,0.000,0.000,74
84,8,1398,666,0.903,0.452,1
84,9,1387,671,1.559,0.779,43
84,10,1387,671,0.000,0.000,59
84,11,1398,671,1.419,0.710,3
84,12,1393,671,0.645,0.323,14
84,13,1393,671,0.000,0.000,20
84,14,1393,671,0.000,0.000,47
84,15,1393,671,0.000,0.000,40
84,16,1393,671,0.000,0.000,6
84,17,1393,671,0.000,0.000,25
84,18,1393,671,0.000,0.000,90
84,19,1393,671,0.000,0.000,95
84,20,1393,671,0.000,0.000,49
84,21,1393,671,0.000,0.000,36
84,22,1393,671,0.000,0.000,21
84,23,1393,671,0.000,0.000,62
84,24,1393,671,0.000,0.000,133
84,25,1393,675,0.516,0.258,6
84,26,1393,675,0.000,0.000,34
84,27,1393,675,0.000,0.000,40
84,28,1402,675,1.161,0.581,4
84,29,1408,675,0.774,0.387,87
84,30,1404,675,0.516,0.258,50
84,31,1393,675,1.419,0.710,17
84,32,1393,675,0.000,0.000,2
84,33,1393,675,0.000,0.000,29
84,34,1393,675,0.000,0.000,39
84,35,1395,675,0.258,0.129,56
84,36,1408,679,1.755,0.877,7
84,37,1415,681,0.939,0.470,1
84,38,1415,681,0.000,0.000,16
84,39,1415,681,0.000,0.000,39
84,40,1415,684,0.387,0.194,1
84,41,1421,684,0.774,0.387,0
84,42,1415,677,1.189,0.595,37
84,43,1413,677,0.258,0.129,9
84,44,1417,673,0.730,0.365,48
84,45,1413,673,0.516,0.258,103
84,46,1413,673,0.000,0.000,26
84,47,1423,671,1.316,0.658,59
84,48,1417,673,0.816,0.408,1
84,49,1417,673,0.000,0.000,20
84,50,1410,673,0.903,0.452,10
84,51,1410,673,0.000,0.000,0
84,52,1410,673,0.000,0.000,31
84,53,1408,673,0.258,0.129,35
84,54,1404,673,0.516,0.258,34
84,55,1398,671,0.816,0.408,24
84,56,1398,671,0.000,0.000,29
84,57,1398,671,0.000,0.000,16
84,58,1398,671,0.000,0.000,0
84,59,1398,671,0.000,0.000,39
84,60,1376,656,3.435,1.717,76
84,61,1383,654,0.939,0.470,69
84,62,1383,654,0.000,0.000,65
84,63,1381,662,1.064,0.532,104
84,64,1381,662,0.000,0.000,107
84,65,1381,662,0.000,0.000,7
84,66,1381,662,0.000,0.000,8
84,67,1374,649,1.905,0.952,34
84,68,1370,639,1.389,0.695,47
84,69,1368,637,0.365,0.182,91
84,70,1361,637,0.903,0.452,52
84,71,1361,637,0.000,0.000,67
84,72,1346,628,2.257,1.128,35
84,73,1351,628,0.645,0.323,15
84,74,1355,628,0.516,0.258,51
84,75,1353,628,0.258,0.129,136
84,76,1351,624,0.577,0.288,93
84,77,1351,624,0.000,0.000,72
84,78,1351,624,0.000,0.000,99
84,79,1351,624,0.000,0.000,109
84,80,1353,624,0.258,0.129,100
84,81,1336,609,2.925,1.462,71
84,82,1338,609,0.258,0.129,37
84,83,1338,609,0.000,0.000,70
84,84,1336,609,0.258,0.129,71
84,85,1336,607,0.258,0.129,40
84,86,1336,607,0.000,0.000,95
84,87,1336,604,0.387,0.194,21
84,88,1336,602,0.258,0.129,16
84,89,1336,602,0.000,0.000,84
84,90,1336,602,0.000,0.000,71
84,91,1336,602,0.000,0.000,56
84,92,1329,600,0.939,0.470,16
84,93,1325,600,0.516,0.258,3
84,94,1323,600,0.258,0.129,67
84,95,1323,600,0.000,0.000,96
84,96,1314,596,1.271,0.635,43
84,97,1310,590,0.930,0.465,57
84,98,1301,583,1.471,0.735,57
84,99,1301,583,0.000,0.000,26
84,100,1297,581,0.577,0.288,14
84,101,1293,579,0.577,0.288,88
84,102,1291,579,0.258,0.129,63
84,103,1278,572,1.905,0.952,54
84,104,1276,572,0.258,0.129,1
84,105,1271,572,0.645,0.323,27
84,106,1267,572,0.516,0.258,50
84,107,1267,572,0.000,0.000,0
84,108,1257,570,1.316,0.658,80
84,109,1254,570,0.387,0.194,98
84,110,1254,570,0.000,0.000,76
85,1,1348,1013,-1.000,-1.000,61
85,2,1348,1013,0.000,0.000,158
85,3,1342,1015,0.816,0.408,63
85,4,1351,1021,1.395,0.698,96
85,5,1351,1024,0.387,0.194,86
85,6,1338,1019,1.797,0.898,41
85,7,1338,1026,0.903,0.452,49
85,8,1338,1026,0.000,0.000,87
85,9,1338,1026,0.000,0.000,124
85,10,1338,1026,0.000,0.000,139
85,11,1338,1026,0.000,0.000,114
85,12,1338,1026,0.000,0.000,132
85,13,1338,1028,0.258,0.129,63
85,14,1338,1028,0.000,0.000,87
85,15,1338,1028,0.000,0.000,112
85,16,1340,1030,0.365,0.182,215
85,17,1340,1030,0.000,0.000,92
85,18,1340,1030,0.000,0.000,125
85,19,1340,1030,0.000,0.000,72
85,20,1340,1030,0.000,0.000,51
85,21,1340,1030,0.000,0.000,98
85,22,1346,1034,0.930,0.465,139
85,23,1348,1034,0.258,0.129,80
85,24,1348,1034,0.000,0.000,56
85,25,1348,1034,0.000,0.000,64
85,26,1348,1032,0.258,0.129,110
85,27,1348,1030,0.258,0.129,161
85,28,1348,1030,0.000,0.000,113
85,29,1348,1030,0.000,0.000,35
85,30,1348,1030,0.000,0.000,55
85,31,1348,1030,0.000,0.000,118
85,32,1348,1030,0.000,0.000,171
85,33,1348,1030,0.000,0.000,64
85,34,1348,1030,0.000,0.000,195
85,35,1348,1034,0.516,0.258,173
85,36,1348,1034,0.000,0.000,69
85,37,1348,1032,0.258,0.129,75
85,38,1348,1032,0.000,0.000,29
85,39,1338,1030,1.316,0.658,57
85,40,1340,1030,0.258,0.129,49
85,41,1348,1032,1.064,0.532,52
85,42,1351,1034,0.465,0.233,92
85,43,1353,1032,0.365,0.182,50
85,44,1348,1030,0.695,0.347,96
85,45,1348,1030,0.000,0.000,98
85,46,1344,1032,0.577,0.288,61
85,47,1340,1038,0.930,0.465,65
85,48,1333,1034,1.040,0.520,131
85,49,1333,1034,0.000,0.000,16
85,50,1338,1032,0.695,0.347,126
85,51,1342,1032,0.516,0.258,80
85,52,1342,1032,0.000,0.000,114
85,53,1342,1032,0.000,0.000,32
85,54,1338,1030,0.577,0.288,118
85,55,1336,1024,0.816,0.408,105
85,56,1336,1024,0.000,0.000,6
85,57,1340,1024,0.516,0.258,22
85,58,1336,1034,1.389,0.695,55
85,59,1336,1034,0.000,0.000,0
85,60,1340,1032,0.577,0.288,33
85,61,1340,1028,0.516,0.258,39
85,62,1340,1024,0.516,0.258,78
85,63,1338,1021,0.465,0.233,82
85,64,1340,1019,0.365,0.182,96
85,65,1342,1019,0.258,0.129,84
85,66,1342,1011,1.032,0.516,77
85,67,1342,1004,0.903,0.452,90
85,68,1342,1004,0.000,0.000,132
85,69,1340,1004,0.258,0.129,145
85,70,1338,1002,0.365,0.182,96
85,71,1336,1002,0.258,0.129,42
85,72,1333,994,1.102,0.551,104
85,73,1329,991,0.645,0.323,41
85,74,1321,983,1.459,0.730,69
85,75,1319,976,0.939,0.470,189
85,76,1314,974,0.695,0.347,99
85,77,1308,968,1.095,0.547,37
85,78,1306,968,0.258,0.129,37
85,79,1299,962,1.189,0.595,189
85,80,1299,957,0.645,0.323,224
85,81,1293,949,1.290,0.645,160
85,82,1289,949,0.516,0.258,129
85,83,1274,940,2.257,1.128,37
85,84,1271,934,0.865,0.433,118
85,85,1269,929,0.695,0.347,91
85,86,1265,925,0.730,0.365,57
85,87,1263,919,0.816,0.408,69
85,88,1263,919,0.000,0.000,67
85,89,1263,914,0.645,0.323,78
85,90,1263,914,0.000,0.000,104
85,91,1263,908,0.774,0.387,83
85,92,1254,904,1.271,0.635,68
85,93,1250,895,1.271,0.635,78
85,94,1248,889,0.816,0.408,31
85,95,1244,880,1.271,0.635,42
85,96,1233,867,2.197,1.098,15
85,97,1227,861,1.095,0.547,4
85,98,1222,857,0.826,0.413,39
85,99,1218,850,1.040,0.520,11
85,100,1216,844,0.816,0.408,98
85,101,1212,835,1.271,0.635,44
85,102,1209,829,0.865,0.433,47
85,103,1207,827,0.365,0.182,76
85,104,1203,825,0.577,0.288,4
85,105,1192,816,1.833,0.917,160
85,106,1188,810,0.930,0.465,91
85,107,1184,808,0.577,0.288,59
85,108,1182,801,0.939,0.470,0
85,109,1173,797,1.271,0.635,0
85,110,1156,793,2.253,1.126,17
86,1,1376,1049,-1.000,-1.000,114
86,2,1376,1047,0.258,0.129,35
86,3,1374,1041,0.816,0.408,122
86,4,1374,1041,0.000,0.000,88
86,5,1374,1047,0.774,0.387,87
86,6,1374,1049,0.258,0.129,14
86,7,1372,1051,0.365,0.182,11
86,8,1370,1051,0.258,0.129,22
86,9,1363,1051,0.903,0.452,1
86,10,1359,1062,1.510,0.755,26
86,11,1359,1062,0.000,0.000,27
86,12,1361,1056,0.816,0.408,12
86,13,1363,1056,0.258,0.129,21
86,14,1366,1056,0.387,0.194,84
86,15,1366,1056,0.000,0.000,66
86,16,1366,1056,0.000,0.000,111
86,17,1366,1056,0.000,0.000,91
86,18,1366,1056,0.000,0.000,90
86,19,1366,1056,0.000,0.000,16
86,20,1368,1056,0.258,0.129,24
86,21,1372,1056,0.516,0.258,78
86,22,1372,1056,0.000,0.000,115
86,23,1370,1056,0.258,0.129,116
86,24,1368,1056,0.258,0.129,37
86,25,1368,1056,0.000,0.000,4
86,26,1370,1051,0.695,0.347,128
86,27,1366,1051,0.516,0.258,144
86,28,1366,1053,0.258,0.129,96
86,29,1366,1053,0.000,0.000,125
86,30,1366,1053,0.000,0.000,150
86,31,1366,1053,0.000,0.000,99
86,32,1357,1060,1.471,0.735,8
86,33,1357,1062,0.258,0.129,14
86,34,1366,1056,1.395,0.698,40
86,35,1359,1060,1.040,0.520,53
86,36,1359,1060,0.000,0.000,70
86,37,1366,1056,1.040,0.520,25
86,38,1359,1060,1.040,0.520,18
86,39,1359,1060,0.000,0.000,37
86,40,1359,1060,0.000,0.000,42
86,41,1357,1060,0.258,0.129,79
86,42,1357,1060,0.000,0.000,33
86,43,1357,1056,0.516,0.258,25
86,44,1359,1053,0.465,0.233,18
86,45,1361,1058,0.695,0.347,38
86,46,1368,1058,0.903,0.452,51
86,47,1368,1053,0.645,0.323,41
86,48,1368,1051,0.258,0.129,24
86,49,1368,1051,0.000,0.000,24
86,50,1368,1051,0.000,0.000,1
86,51,1368,1049,0.258,0.129,84
86,52,1368,1049,0.000,0.000,26
86,53,1363,1045,0.826,0.413,107
86,54,1361,1045,0.258,0.129,55
86,55,1361,1047,0.258,0.129,27
86,56,1361,1047,0.000,0.000,47
86,57,1361,1047,0.000,0.000,11
86,58,1361,1047,0.000,0.000,40
86,59,1361,1047,0.000,0.000,98
86,60,1361,1047,0.000,0.000,69
86,61,1363,1034,1.697,0.848,88
86,62,1363,1034,0.000,0.000,48
86,63,1363,1032,0.258,0.129,49
86,64,1363,1032,0.000,0.000,102
86,65,1359,1030,0.577,0.288,157
86,66,1359,1024,0.774,0.387,107
86,67,1359,1024,0.000,0.000,75
86,68,1359,1011,1.677,0.839,251
86,69,1357,1002,1.189,0.595,255
86,70,1353,1009,1.040,0.520,97
86,71,1355,1011,0.365,0.182,161
86,72,1353,998,1.697,0.848,153
86,73,1351,1009,1.442,0.721,109
86,74,1348,991,2.354,1.177,99
86,75,1346,1002,1.442,0.721,120
86,76,1351,998,0.826,0.413,42
86,77,1346,998,0.645,0.323,118
86,78,1346,994,0.516,0.258,28
86,79,1342,996,0.577,0.288,69
86,80,1338,994,0.577,0.288,14
86,81,1331,996,0.939,0.470,15
86,82,1331,996,0.000,0.000,221
86,83,1329,996,0.258,0.129,145
86,84,1316,996,1.677,0.839,104
86,85,1314,996,0.258,0.129,28
86,86,1306,994,1.064,0.532,113
86,87,1304,991,0.465,0.233,76
86,88,1304,985,0.774,0.387,101
86,89,1297,979,1.189,0.595,75
86,90,1297,979,0.000,0.000,31
86,91,1291,976,0.865,0.433,120
86,92,1291,974,0.258,0.129,67
86,93,1289,970,0.577,0.288,31
86,94,1282,959,1.682,0.841,80
86,95,1282,959,0.000,0.000,9
86,96,1278,951,1.154,0.577,10
86,97,1271,947,1.040,0.520,33
86,98,1267,934,1.755,0.877,84
86,99,1267,934,0.000,0.000,120
86,100,1263,917,2.253,1.126,119
86,101,1263,917,0.000,0.000,122
86,102,1257,912,1.008,0.504,160
86,103,1257,912,0.000,0.000,129
86,104,1257,912,0.000,0.000,121
86,105,1254,910,0.465,0.233,91
86,106,1239,897,2.561,1.280,83
86,107,1239,897,0.000,0.000,34
86,108,1237,893,0.577,0.288,27
86,109,1237,891,0.258,0.129,49
86,110,1235,887,0.577,0.288,65
87,1,1222,1130,-1.000,-1.000,136
87,2,1218,1130,0.516,0.258,143
87,3,1214,1139,1.271,0.635,40
87,4,1214,1141,0.258,0.129,65
87,5,1214,1137,0.516,0.258,58
87,6,1214,1139,0.258,0.129,105
87,7,1199,1143,2.003,1.001,7
87,8,1205,1143,0.774,0.387,109
87,9,1205,1139,0.516,0.258,45
87,10,1205,1139,0.000,0.000,82
87,11,1209,1137,0.577,0.288,112
87,12,1209,1135,0.258,0.129,111
87,13,1209,1139,0.516,0.258,20
87,14,1209,1141,0.258,0.129,33
87,15,1214,1141,0.645,0.323,17
87,16,1218,1141,0.516,0.258,42
87,17,1218,1143,0.258,0.129,95
87,18,1218,1143,0.000,0.000,62
87,19,1220,1143,0.258,0.129,79
87,20,1222,1141,0.365,0.182,65
87,21,1227,1137,0.826,0.413,132
87,22,1229,1135,0.365,0.182,100
87,23,1229,1135,0.000,0.000,157
87,24,1229,1135,0.000,0.000,115
87,25,1229,1135,0.000,0.000,62
87,26,1222,1135,0.903,0.452,49
87,27,1222,1135,0.000,0.000,158
87,28,1224,1135,0.258,0.129,98
87,29,1227,1139,0.645,0.323,114
87,30,1227,1139,0.000,0.000,103
87,31,1227,1139,0.000,0.000,37
87,32,1227,1139,0.000,0.000,146
87,33,1227,1139,0.000,0.000,53
87,34,1227,1139,0.000,0.000,155
87,35,1216,1130,1.833,0.917,155
87,36,1216,1137,0.903,0.452,83
87,37,1231,1130,2.135,1.068,56
87,38,1227,1137,1.040,0.520,119
87,39,1222,1135,0.695,0.347,48
87,40,1220,1135,0.258,0.129,109
87,41,1218,1135,0.258,0.129,158
87,42,1224,1128,1.189,0.595,74
87,43,1216,1128,1.032,0.516,59
87,44,1216,1128,0.000,0.000,120
87,45,1216,1135,0.903,0.452,21
87,46,1212,1135,0.516,0.258,114
87,47,1218,1133,0.816,0.408,98
87,48,1214,1130,0.645,0.323,95
87,49,1214,1130,0.000,0.000,10
87,50,1214,1130,0.000,0.000,61
87,51,1214,1130,0.000,0.000,137
87,52,1209,1126,0.826,0.413,90
87,53,1207,1126,0.258,0.129,42
87,54,1203,1126,0.516,0.258,56
87,55,1209,1120,1.095,0.547,138
87,56,1209,1115,0.645,0.323,81
87,57,1205,1122,1.040,0.520,65
87,58,1205,1122,0.000,0.000,62
87,59,1207,1115,0.939,0.470,147
87,60,1205,1120,0.695,0.347,54
87,61,1207,1120,0.258,0.129,19
87,62,1207,1120,0.000,0.000,108
87,63,1209,1120,0.258,0.129,102
87,64,1209,1120,0.000,0.000,114
87,65,1212,1122,0.465,0.233,70
87,66,1216,1122,0.516,0.258,212
87,67,1218,1120,0.365,0.182,127
87,68,1222,1118,0.577,0.288,62
87,69,1218,1118,0.516,0.258,65
87,70,1218,1118,0.000,0.000,60
87,71,1220,1118,0.258,0.129,67
87,72,1220,1115,0.387,0.194,24
87,73,1222,1113,0.365,0.182,56
87,74,1224,1109,0.577,0.288,105
87,75,1218,1109,0.774,0.387,128
87,76,1218,1109,0.000,0.000,67
87,77,1207,1111,1.442,0.721,22
87,78,1207,1107,0.516,0.258,13
87,79,1207,1107,0.000,0.000,10
87,80,1209,1096,1.442,0.721,122
